Mes,Ano,IdEstablecimiento,GrupoPrestacion,IdRegion,IdComuna,total_pacientes,total_migrantes
1,2024,103303,Consulta Medica,2,2101,1575.0,89.0
1,2024,103303,Consulta no Medica,2,2101,1190.0,414.0
1,2024,103304,Consulta Medica,2,2101,938.0,35.0
1,2024,103304,Consulta no Medica,2,2101,1130.0,319.0
1,2024,103305,Consulta Medica,2,2201,1183.0,193.0
1,2024,103305,Consulta no Medica,2,2201,796.0,240.0
1,2024,103306,Consulta Medica,2,2201,1092.0,140.0
1,2024,103306,Consulta no Medica,2,2201,618.0,79.0
1,2024,103307,Consulta Medica,2,2201,475.0,35.0
1,2024,103307,Consulta no Medica,2,2201,571.0,288.0
1,2024,103308,Consulta Medica,2,2101,1356.0,338.0
1,2024,103308,Consulta no Medica,2,2101,746.0,215.0
1,2024,103309,Consulta Medica,2,2302,210.0,0.0
1,2024,103309,Consulta no Medica,2,2302,149.0,26.0
1,2024,103311,Consulta Medica,2,2203,549.0,162.0
1,2024,103311,Consulta no Medica,2,2203,88.0,46.0
1,2024,103312,Consulta Medica,2,2201,515.0,60.0
1,2024,103312,Consulta no Medica,2,2201,305.0,83.0
1,2024,103400,Consulta Medica,2,2103,169.0,0.0
1,2024,103400,Consulta no Medica,2,2103,109.0,15.0
1,2024,103401,Consulta Medica,2,2103,130.0,0.0
1,2024,103401,Consulta no Medica,2,2103,41.0,9.0
1,2024,103403,Consulta Medica,2,2203,167.0,11.0
1,2024,103403,Consulta no Medica,2,2203,22.0,2.0
1,2024,103404,Consulta Medica,2,2203,22.0,0.0
1,2024,103405,Consulta Medica,2,2203,10.0,0.0
1,2024,103405,Consulta no Medica,2,2203,1.0,0.0
1,2024,103406,Consulta Medica,2,2201,12.0,0.0
1,2024,103407,Consulta Medica,2,2202,14.0,0.0
1,2024,103407,Consulta no Medica,2,2202,10.0,1.0
1,2024,103409,Consulta Medica,2,2201,16.0,0.0
1,2024,103410,Consulta Medica,2,2201,37.0,2.0
1,2024,103410,Consulta no Medica,2,2201,11.0,2.0
1,2024,103411,Consulta Medica,2,2302,25.0,0.0
1,2024,103411,Consulta no Medica,2,2302,9.0,0.0
1,2024,103413,Consulta Medica,2,2104,7.0,0.0
1,2024,103413,Consulta no Medica,2,2104,26.0,0.0
1,2024,103414,Consulta Medica,2,2203,10.0,0.0
1,2024,103414,Consulta no Medica,2,2203,2.0,0.0
1,2024,103704,Consulta Medica,2,2101,194.0,44.0
1,2024,103704,Consulta no Medica,2,2101,227.0,112.0
1,2024,103705,Consulta Medica,2,2201,145.0,8.0
1,2024,103705,Consulta no Medica,2,2201,179.0,37.0
1,2024,103707,Consulta Medica,2,2201,284.0,45.0
1,2024,103707,Consulta no Medica,2,2201,202.0,88.0
1,2024,104011,Consulta Medica,3,3101,199.0,0.0
1,2024,104011,Consulta no Medica,3,3101,202.0,0.0
1,2024,104101,Consulta Medica,3,3201,217.0,0.0
1,2024,104101,Consulta no Medica,3,3201,189.0,1.0
1,2024,104102,Consulta Medica,3,3202,401.0,21.0
1,2024,104102,Consulta no Medica,3,3202,222.0,31.0
1,2024,104104,Consulta Medica,3,3304,680.0,4.0
1,2024,104104,Consulta no Medica,3,3304,363.0,0.0
1,2024,104300,Consulta Medica,3,3101,621.0,22.0
1,2024,104300,Consulta no Medica,3,3101,1243.0,62.0
1,2024,104301,Consulta Medica,3,3102,949.0,1.0
1,2024,104301,Consulta no Medica,3,3102,506.0,1.0
1,2024,104302,Consulta Medica,3,3101,670.0,2.0
1,2024,104302,Consulta no Medica,3,3101,223.0,3.0
1,2024,104303,Consulta Medica,3,3101,975.0,128.0
1,2024,104303,Consulta no Medica,3,3101,834.0,199.0
1,2024,104304,Consulta Medica,3,3101,889.0,1.0
1,2024,104304,Consulta no Medica,3,3101,579.0,1.0
1,2024,104305,Consulta Medica,3,3101,291.0,3.0
1,2024,104305,Consulta no Medica,3,3101,184.0,6.0
1,2024,104306,Consulta Medica,3,3101,844.0,80.0
1,2024,104306,Consulta no Medica,3,3101,593.0,47.0
1,2024,104307,Consulta Medica,3,3101,648.0,12.0
1,2024,104307,Consulta no Medica,3,3101,328.0,16.0
1,2024,104308,Consulta Medica,3,3103,771.0,25.0
1,2024,104308,Consulta no Medica,3,3103,759.0,67.0
1,2024,104309,Consulta Medica,3,3201,905.0,1.0
1,2024,104309,Consulta no Medica,3,3201,338.0,0.0
1,2024,104311,Consulta Medica,3,3202,166.0,1.0
1,2024,104311,Consulta no Medica,3,3202,182.0,0.0
1,2024,104313,Consulta Medica,3,3301,648.0,22.0
1,2024,104313,Consulta no Medica,3,3301,422.0,22.0
1,2024,104314,Consulta Medica,3,3303,448.0,0.0
1,2024,104314,Consulta no Medica,3,3303,360.0,0.0
1,2024,104315,Consulta Medica,3,3301,385.0,6.0
1,2024,104315,Consulta no Medica,3,3301,244.0,26.0
1,2024,104316,Consulta Medica,3,3301,287.0,1.0
1,2024,104316,Consulta no Medica,3,3301,160.0,5.0
1,2024,104317,Consulta Medica,3,3301,513.0,0.0
1,2024,104317,Consulta no Medica,3,3301,366.0,1.0
1,2024,104319,Consulta Medica,3,3304,203.0,2.0
1,2024,104319,Consulta no Medica,3,3304,114.0,0.0
1,2024,104321,Consulta Medica,3,3101,509.0,0.0
1,2024,104321,Consulta no Medica,3,3101,536.0,1.0
1,2024,104322,Consulta Medica,3,3302,194.0,0.0
1,2024,104322,Consulta no Medica,3,3302,103.0,0.0
1,2024,104400,Consulta Medica,3,3103,230.0,28.0
1,2024,104400,Consulta no Medica,3,3103,163.0,35.0
1,2024,104401,Consulta Medica,3,3201,21.0,0.0
1,2024,104402,Consulta Medica,3,3202,5.0,0.0
1,2024,104402,Consulta no Medica,3,3202,27.0,0.0
1,2024,104403,Consulta Medica,3,3302,23.0,0.0
1,2024,104404,Consulta Medica,3,3302,34.0,0.0
1,2024,104405,Consulta Medica,3,3301,9.0,0.0
1,2024,104405,Consulta no Medica,3,3301,14.0,0.0
1,2024,104407,Consulta Medica,3,3302,34.0,0.0
1,2024,104407,Consulta no Medica,3,3302,2.0,0.0
1,2024,104408,Consulta Medica,3,3301,2.0,0.0
1,2024,104410,Consulta Medica,3,3301,2.0,0.0
1,2024,104410,Consulta no Medica,3,3301,4.0,0.0
1,2024,104411,Consulta Medica,3,3301,10.0,0.0
1,2024,104411,Consulta no Medica,3,3301,7.0,0.0
1,2024,104413,Consulta Medica,3,3304,35.0,0.0
1,2024,104413,Consulta no Medica,3,3304,9.0,0.0
1,2024,104414,Consulta Medica,3,3302,12.0,0.0
1,2024,104415,Consulta Medica,3,3304,18.0,0.0
1,2024,104415,Consulta no Medica,3,3304,3.0,0.0
1,2024,104416,Consulta Medica,3,3304,87.0,0.0
1,2024,104416,Consulta no Medica,3,3304,33.0,0.0
1,2024,104701,Consulta Medica,3,3102,83.0,1.0
1,2024,104701,Consulta no Medica,3,3102,60.0,0.0
1,2024,105011,Consulta Medica,4,4101,173.0,0.0
1,2024,105103,Consulta Medica,4,4201,63.0,0.0
1,2024,105103,Consulta no Medica,4,4201,12.0,0.0
1,2024,105104,Consulta Medica,4,4204,1442.0,12.0
1,2024,105104,Consulta no Medica,4,4204,898.0,53.0
1,2024,105105,Consulta Medica,4,4302,608.0,0.0
1,2024,105105,Consulta no Medica,4,4302,770.0,1.0
1,2024,105106,Consulta Medica,4,4103,678.0,0.0
1,2024,105106,Consulta no Medica,4,4103,744.0,0.0
1,2024,105107,Consulta Medica,4,4106,557.0,0.0
1,2024,105107,Consulta no Medica,4,4106,349.0,16.0
1,2024,105108,Consulta Medica,4,4203,2340.0,0.0
1,2024,105108,Consulta no Medica,4,4203,673.0,84.0
1,2024,105300,Consulta Medica,4,4101,1438.0,0.0
1,2024,105300,Consulta no Medica,4,4101,698.0,75.0
1,2024,105301,Consulta Medica,4,4101,908.0,1.0
1,2024,105301,Consulta no Medica,4,4101,500.0,19.0
1,2024,105302,Consulta Medica,4,4101,1024.0,0.0
1,2024,105302,Consulta no Medica,4,4101,688.0,16.0
1,2024,105303,Consulta Medica,4,4102,2887.0,36.0
1,2024,105303,Consulta no Medica,4,4102,1197.0,8.0
1,2024,105304,Consulta Medica,4,4102,2161.0,71.0
1,2024,105304,Consulta no Medica,4,4102,1211.0,57.0
1,2024,105305,Consulta Medica,4,4102,1838.0,83.0
1,2024,105305,Consulta no Medica,4,4102,2119.0,142.0
1,2024,105306,Consulta Medica,4,4105,127.0,0.0
1,2024,105306,Consulta no Medica,4,4105,116.0,2.0
1,2024,105307,Consulta Medica,4,4303,981.0,0.0
1,2024,105307,Consulta no Medica,4,4303,147.0,3.0
1,2024,105308,Consulta Medica,4,4304,941.0,0.0
1,2024,105308,Consulta no Medica,4,4304,269.0,25.0
1,2024,105309,Consulta Medica,4,4202,411.0,0.0
1,2024,105309,Consulta no Medica,4,4202,304.0,0.0
1,2024,105310,Consulta Medica,4,4305,212.0,0.0
1,2024,105310,Consulta no Medica,4,4305,164.0,0.0
1,2024,105311,Consulta Medica,4,4303,371.0,0.0
1,2024,105311,Consulta no Medica,4,4303,240.0,1.0
1,2024,105312,Consulta Medica,4,4303,90.0,0.0
1,2024,105312,Consulta no Medica,4,4303,70.0,0.0
1,2024,105313,Consulta Medica,4,4101,1685.0,0.0
1,2024,105313,Consulta no Medica,4,4101,366.0,10.0
1,2024,105314,Consulta Medica,4,4104,193.0,0.0
1,2024,105314,Consulta no Medica,4,4104,138.0,0.0
1,2024,105315,Consulta Medica,4,4301,293.0,0.0
1,2024,105315,Consulta no Medica,4,4301,562.0,0.0
1,2024,105317,Consulta Medica,4,4301,911.0,0.0
1,2024,105317,Consulta no Medica,4,4301,636.0,4.0
1,2024,105318,Consulta Medica,4,4303,621.0,0.0
1,2024,105318,Consulta no Medica,4,4303,287.0,0.0
1,2024,105319,Consulta Medica,4,4101,946.0,54.0
1,2024,105319,Consulta no Medica,4,4101,580.0,27.0
1,2024,105321,Consulta Medica,4,4102,453.0,6.0
1,2024,105321,Consulta no Medica,4,4102,298.0,1.0
1,2024,105322,Consulta Medica,4,4301,1821.0,0.0
1,2024,105322,Consulta no Medica,4,4301,774.0,22.0
1,2024,105323,Consulta Medica,4,4102,1421.0,5.0
1,2024,105323,Consulta no Medica,4,4102,1248.0,9.0
1,2024,105324,Consulta Medica,4,4301,652.0,0.0
1,2024,105324,Consulta no Medica,4,4301,291.0,3.0
1,2024,105325,Consulta Medica,4,4101,1285.0,0.0
1,2024,105325,Consulta no Medica,4,4101,736.0,6.0
1,2024,105326,Consulta Medica,4,4201,552.0,0.0
1,2024,105326,Consulta no Medica,4,4201,346.0,5.0
1,2024,105400,Consulta Medica,4,4101,118.0,1.0
1,2024,105400,Consulta no Medica,4,4101,10.0,0.0
1,2024,105401,Consulta Medica,4,4101,91.0,0.0
1,2024,105401,Consulta no Medica,4,4101,31.0,1.0
1,2024,105402,Consulta Medica,4,4101,79.0,0.0
1,2024,105402,Consulta no Medica,4,4101,27.0,1.0
1,2024,105405,Consulta Medica,4,4102,226.0,2.0
1,2024,105405,Consulta no Medica,4,4102,71.0,2.0
1,2024,105407,Consulta Medica,4,4102,56.0,0.0
1,2024,105407,Consulta no Medica,4,4102,13.0,0.0
1,2024,105409,Consulta Medica,4,4305,6.0,0.0
1,2024,105409,Consulta no Medica,4,4305,15.0,0.0
1,2024,105410,Consulta Medica,4,4305,28.0,0.0
1,2024,105410,Consulta no Medica,4,4305,24.0,0.0
1,2024,105411,Consulta Medica,4,4305,12.0,0.0
1,2024,105411,Consulta no Medica,4,4305,22.0,0.0
1,2024,105413,Consulta Medica,4,4305,2.0,0.0
1,2024,105413,Consulta no Medica,4,4305,55.0,0.0
1,2024,105414,Consulta Medica,4,4305,15.0,0.0
1,2024,105414,Consulta no Medica,4,4305,25.0,0.0
1,2024,105415,Consulta Medica,4,4301,2.0,0.0
1,2024,105415,Consulta no Medica,4,4301,51.0,0.0
1,2024,105416,Consulta Medica,4,4301,38.0,0.0
1,2024,105416,Consulta no Medica,4,4301,40.0,2.0
1,2024,105419,Consulta no Medica,4,4301,4.0,0.0
1,2024,105422,Consulta Medica,4,4301,12.0,0.0
1,2024,105422,Consulta no Medica,4,4301,19.0,0.0
1,2024,105425,Consulta Medica,4,4303,15.0,0.0
1,2024,105425,Consulta no Medica,4,4303,22.0,0.0
1,2024,105427,Consulta Medica,4,4303,29.0,0.0
1,2024,105427,Consulta no Medica,4,4303,28.0,0.0
1,2024,105428,Consulta Medica,4,4303,37.0,0.0
1,2024,105428,Consulta no Medica,4,4303,9.0,1.0
1,2024,105430,Consulta Medica,4,4303,12.0,0.0
1,2024,105430,Consulta no Medica,4,4303,17.0,0.0
1,2024,105431,Consulta Medica,4,4303,13.0,0.0
1,2024,105431,Consulta no Medica,4,4303,2.0,0.0
1,2024,105432,Consulta Medica,4,4303,126.0,0.0
1,2024,105432,Consulta no Medica,4,4303,35.0,0.0
1,2024,105434,Consulta Medica,4,4302,3.0,0.0
1,2024,105434,Consulta no Medica,4,4302,20.0,0.0
1,2024,105435,Consulta Medica,4,4303,33.0,0.0
1,2024,105435,Consulta no Medica,4,4303,14.0,0.0
1,2024,105436,Consulta Medica,4,4303,8.0,0.0
1,2024,105436,Consulta no Medica,4,4303,12.0,0.0
1,2024,105437,Consulta Medica,4,4301,25.0,0.0
1,2024,105437,Consulta no Medica,4,4301,31.0,0.0
1,2024,105439,Consulta Medica,4,4301,8.0,0.0
1,2024,105439,Consulta no Medica,4,4301,15.0,0.0
1,2024,105441,Consulta Medica,4,4302,6.0,0.0
1,2024,105441,Consulta no Medica,4,4302,15.0,0.0
1,2024,105442,Consulta no Medica,4,4304,3.0,0.0
1,2024,105443,Consulta Medica,4,4201,33.0,0.0
1,2024,105443,Consulta no Medica,4,4201,27.0,0.0
1,2024,105444,Consulta Medica,4,4201,54.0,0.0
1,2024,105444,Consulta no Medica,4,4201,10.0,0.0
1,2024,105445,Consulta Medica,4,4201,162.0,0.0
1,2024,105445,Consulta no Medica,4,4201,15.0,0.0
1,2024,105446,Consulta Medica,4,4201,18.0,0.0
1,2024,105446,Consulta no Medica,4,4201,13.0,0.0
1,2024,105447,Consulta Medica,4,4201,27.0,0.0
1,2024,105447,Consulta no Medica,4,4201,2.0,0.0
1,2024,105448,Consulta Medica,4,4201,43.0,0.0
1,2024,105448,Consulta no Medica,4,4201,17.0,0.0
1,2024,105449,Consulta Medica,4,4201,19.0,0.0
1,2024,105449,Consulta no Medica,4,4201,5.0,0.0
1,2024,105450,Consulta Medica,4,4202,7.0,0.0
1,2024,105450,Consulta no Medica,4,4202,8.0,0.0
1,2024,105451,Consulta Medica,4,4202,4.0,0.0
1,2024,105451,Consulta no Medica,4,4202,6.0,0.0
1,2024,105452,Consulta Medica,4,4204,9.0,0.0
1,2024,105452,Consulta no Medica,4,4204,22.0,0.0
1,2024,105453,Consulta Medica,4,4204,48.0,0.0
1,2024,105453,Consulta no Medica,4,4204,33.0,0.0
1,2024,105454,Consulta Medica,4,4204,12.0,0.0
1,2024,105454,Consulta no Medica,4,4204,9.0,0.0
1,2024,105455,Consulta Medica,4,4204,423.0,6.0
1,2024,105455,Consulta no Medica,4,4204,219.0,8.0
1,2024,105456,Consulta Medica,4,4204,15.0,0.0
1,2024,105456,Consulta no Medica,4,4204,9.0,0.0
1,2024,105457,Consulta Medica,4,4204,14.0,0.0
1,2024,105457,Consulta no Medica,4,4204,8.0,0.0
1,2024,105458,Consulta Medica,4,4204,44.0,0.0
1,2024,105458,Consulta no Medica,4,4204,18.0,0.0
1,2024,105459,Consulta Medica,4,4302,6.0,0.0
1,2024,105459,Consulta no Medica,4,4302,39.0,0.0
1,2024,105460,Consulta Medica,4,4302,10.0,0.0
1,2024,105460,Consulta no Medica,4,4302,58.0,0.0
1,2024,105461,Consulta Medica,4,4302,2.0,0.0
1,2024,105462,Consulta Medica,4,4302,6.0,0.0
1,2024,105462,Consulta no Medica,4,4302,21.0,0.0
1,2024,105463,Consulta Medica,4,4302,15.0,0.0
1,2024,105463,Consulta no Medica,4,4302,22.0,0.0
1,2024,105464,Consulta Medica,4,4302,7.0,0.0
1,2024,105464,Consulta no Medica,4,4302,42.0,0.0
1,2024,105465,Consulta Medica,4,4302,8.0,0.0
1,2024,105465,Consulta no Medica,4,4302,43.0,0.0
1,2024,105466,Consulta Medica,4,4302,8.0,0.0
1,2024,105466,Consulta no Medica,4,4302,29.0,0.0
1,2024,105467,Consulta Medica,4,4106,33.0,0.0
1,2024,105467,Consulta no Medica,4,4106,74.0,0.0
1,2024,105468,Consulta Medica,4,4106,19.0,0.0
1,2024,105468,Consulta no Medica,4,4106,34.0,0.0
1,2024,105469,Consulta Medica,4,4106,51.0,0.0
1,2024,105469,Consulta no Medica,4,4106,53.0,0.0
1,2024,105470,Consulta Medica,4,4106,3.0,0.0
1,2024,105470,Consulta no Medica,4,4106,8.0,0.0
1,2024,105471,Consulta Medica,4,4106,36.0,0.0
1,2024,105471,Consulta no Medica,4,4106,79.0,0.0
1,2024,105472,Consulta Medica,4,4106,24.0,0.0
1,2024,105472,Consulta no Medica,4,4106,62.0,0.0
1,2024,105473,Consulta Medica,4,4106,48.0,0.0
1,2024,105473,Consulta no Medica,4,4106,63.0,0.0
1,2024,105474,Consulta Medica,4,4106,15.0,0.0
1,2024,105474,Consulta no Medica,4,4106,15.0,0.0
1,2024,105475,Consulta Medica,4,4105,15.0,0.0
1,2024,105475,Consulta no Medica,4,4105,39.0,0.0
1,2024,105476,Consulta Medica,4,4105,12.0,0.0
1,2024,105476,Consulta no Medica,4,4105,12.0,0.0
1,2024,105477,Consulta Medica,4,4105,19.0,0.0
1,2024,105477,Consulta no Medica,4,4105,18.0,0.0
1,2024,105478,Consulta Medica,4,4203,129.0,0.0
1,2024,105478,Consulta no Medica,4,4203,68.0,2.0
1,2024,105479,Consulta Medica,4,4203,48.0,0.0
1,2024,105479,Consulta no Medica,4,4203,93.0,0.0
1,2024,105480,Consulta Medica,4,4203,206.0,1.0
1,2024,105480,Consulta no Medica,4,4203,191.0,6.0
1,2024,105481,Consulta Medica,4,4203,35.0,0.0
1,2024,105481,Consulta no Medica,4,4203,25.0,0.0
1,2024,105482,Consulta Medica,4,4202,9.0,0.0
1,2024,105482,Consulta no Medica,4,4202,7.0,0.0
1,2024,105483,Consulta Medica,4,4202,3.0,0.0
1,2024,105483,Consulta no Medica,4,4202,10.0,0.0
1,2024,105484,Consulta Medica,4,4202,2.0,0.0
1,2024,105484,Consulta no Medica,4,4202,13.0,0.0
1,2024,105485,Consulta Medica,4,4201,44.0,0.0
1,2024,105485,Consulta no Medica,4,4201,21.0,0.0
1,2024,105486,Consulta Medica,4,4201,28.0,0.0
1,2024,105486,Consulta no Medica,4,4201,1.0,0.0
1,2024,105487,Consulta Medica,4,4201,136.0,0.0
1,2024,105487,Consulta no Medica,4,4201,22.0,0.0
1,2024,105488,Consulta Medica,4,4202,1.0,0.0
1,2024,105489,Consulta Medica,4,4303,9.0,0.0
1,2024,105489,Consulta no Medica,4,4303,6.0,0.0
1,2024,105490,Consulta Medica,4,4302,3.0,0.0
1,2024,105490,Consulta no Medica,4,4302,25.0,0.0
1,2024,105491,Consulta Medica,4,4204,58.0,0.0
1,2024,105491,Consulta no Medica,4,4204,47.0,0.0
1,2024,105492,Consulta Medica,4,4204,10.0,0.0
1,2024,105492,Consulta no Medica,4,4204,4.0,0.0
1,2024,105496,Consulta Medica,4,4201,26.0,0.0
1,2024,105496,Consulta no Medica,4,4201,7.0,0.0
1,2024,105498,Consulta Medica,4,4202,3.0,0.0
1,2024,105499,Consulta Medica,4,4101,52.0,0.0
1,2024,105499,Consulta no Medica,4,4101,22.0,0.0
1,2024,105500,Consulta Medica,4,4104,91.0,0.0
1,2024,105500,Consulta no Medica,4,4104,71.0,0.0
1,2024,105501,Consulta Medica,4,4204,45.0,0.0
1,2024,105501,Consulta no Medica,4,4204,21.0,0.0
1,2024,105503,Consulta Medica,4,4305,14.0,0.0
1,2024,105503,Consulta no Medica,4,4305,24.0,0.0
1,2024,105504,Consulta Medica,4,4201,38.0,0.0
1,2024,105504,Consulta no Medica,4,4201,11.0,0.0
1,2024,105505,Consulta Medica,4,4104,56.0,0.0
1,2024,105505,Consulta no Medica,4,4104,40.0,0.0
1,2024,105506,Consulta Medica,4,4104,29.0,0.0
1,2024,105506,Consulta no Medica,4,4104,52.0,0.0
1,2024,105507,Consulta Medica,4,4301,31.0,0.0
1,2024,105507,Consulta no Medica,4,4301,19.0,0.0
1,2024,105508,Consulta Medica,4,4304,7.0,0.0
1,2024,105509,Consulta Medica,4,4106,8.0,0.0
1,2024,105509,Consulta no Medica,4,4106,40.0,0.0
1,2024,105510,Consulta Medica,4,4301,31.0,0.0
1,2024,105510,Consulta no Medica,4,4301,19.0,0.0
1,2024,105511,Consulta Medica,4,4203,99.0,0.0
1,2024,105511,Consulta no Medica,4,4203,62.0,0.0
1,2024,105700,Consulta Medica,4,4101,62.0,5.0
1,2024,105700,Consulta no Medica,4,4101,80.0,3.0
1,2024,105701,Consulta Medica,4,4101,137.0,0.0
1,2024,105701,Consulta no Medica,4,4101,105.0,1.0
1,2024,105702,Consulta Medica,4,4101,120.0,0.0
1,2024,105702,Consulta no Medica,4,4101,49.0,0.0
1,2024,105722,Consulta Medica,4,4301,173.0,0.0
1,2024,105722,Consulta no Medica,4,4301,262.0,2.0
1,2024,105723,Consulta Medica,4,4301,127.0,0.0
1,2024,105723,Consulta no Medica,4,4301,142.0,2.0
1,2024,106011,Consulta Medica,5,5101,61.0,0.0
1,2024,106105,Consulta Medica,5,5102,900.0,1.0
1,2024,106105,Consulta no Medica,5,5102,681.0,10.0
1,2024,106300,Consulta Medica,5,5101,608.0,13.0
