estrato,region,r1a,r1a_esp,r1a_esp_cod,s13,s13_fonasa
1311012,13,1,,,1,-88.0
1311012,13,1,,,1,-88.0
1311012,13,1,,,1,-88.0
1311012,13,1,,,1,-88.0
1311012,13,1,,,1,-88.0
1311012,13,1,,,1,-88.0
1311012,13,1,,,1,-88.0
1311012,13,1,,,1,-88.0
1311012,13,1,,,1,-88.0
510912,5,1,,,1,2.0
510912,5,1,,,1,-88.0
510912,5,1,,,2,
510912,5,1,,,2,
510912,5,1,,,2,
510912,5,1,,,2,
510912,5,1,,,1,2.0
510912,5,1,,,1,2.0
510912,5,1,,,1,1.0
510912,5,1,,,1,1.0
510912,5,1,,,1,1.0
1311514,13,3,Colombia,505.0,2,
1311514,13,1,,,2,
1311514,13,1,,,2,
1311514,13,1,,,2,
1311514,13,1,,,2,
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,3.0
1410121,14,1,,,1,2.0
1410121,14,1,,,1,1.0
1410121,14,1,,,4,
1410121,14,1,,,4,
1410121,14,1,,,1,2.0
1410121,14,1,,,1,2.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,2.0
1410121,14,1,,,1,2.0
1410121,14,1,,,1,2.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,1.0
1410121,14,1,,,1,3.0
1410121,14,1,,,1,3.0
1410121,14,1,,,1,3.0
1410121,14,1,,,1,3.0
1410121,14,1,,,1,2.0
1410121,14,1,,,1,2.0
410212,4,1,,,1,2.0
410212,4,1,,,1,2.0
410212,4,1,,,1,-88.0
410212,4,1,,,1,1.0
410212,4,1,,,1,2.0
410212,4,1,,,1,-88.0
410212,4,1,,,1,-88.0
410212,4,1,,,1,2.0
410212,4,1,,,1,2.0
410212,4,1,,,1,2.0
410212,4,1,,,1,1.0
410212,4,1,,,1,2.0
410212,4,1,,,1,-88.0
1510112,15,3,Perú,509.0,1,1.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1510112,15,1,,,2,
1510112,15,1,,,2,
1510112,15,1,,,1,3.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,1.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,3.0
1510112,15,3,El Salvador,409.0,1,3.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,3.0
1510112,15,1,,,1,2.0
1510112,15,1,,,1,2.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,3.0
1610316,16,1,,,1,-88.0
1610316,16,1,,,1,4.0
1610316,16,1,,,1,2.0
1610316,16,1,,,4,
1610316,16,1,,,4,
1610316,16,1,,,4,
1610316,16,1,,,1,2.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,3.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,1.0
1610316,16,1,,,1,2.0
810112,8,1,,,1,2.0
810112,8,1,,,1,2.0
810112,8,1,,,1,-88.0
810112,8,1,,,1,3.0
810112,8,1,,,1,3.0
810112,8,1,,,1,2.0
810112,8,1,,,1,2.0
810112,8,1,,,1,2.0
810112,8,1,,,1,1.0
810112,8,1,,,1,3.0
810112,8,1,,,2,
810112,8,1,,,1,2.0
810112,8,1,,,2,
810112,8,1,,,2,
810112,8,1,,,1,2.0
810112,8,1,,,1,2.0
810112,8,1,,,3,
810112,8,1,,,3,
810112,8,1,,,1,2.0
810112,8,1,,,1,3.0
560124,5,1,,,1,2.0
560124,5,1,,,1,2.0
560124,5,1,,,1,2.0
560124,5,1,,,1,2.0
560124,5,1,,,1,2.0
560124,5,1,,,1,2.0
560124,5,1,,,1,2.0
560124,5,1,,,1,2.0
560124,5,1,,,1,2.0
560124,5,1,,,1,1.0
560124,5,1,,,1,2.0
560124,5,1,,,1,1.0
560124,5,1,,,1,1.0
560124,5,1,,,1,1.0
560124,5,1,,,1,2.0
560124,5,1,,,1,1.0
560124,5,1,,,1,1.0
560124,5,1,,,1,2.0
560124,5,1,,,1,2.0
910111,9,1,,,1,2.0
910111,9,1,,,1,2.0
910111,9,1,,,1,1.0
910111,9,1,,,1,2.0
910111,9,1,,,1,2.0
910111,9,1,,,1,1.0
910111,9,1,,,1,2.0
910111,9,1,,,1,1.0
910111,9,1,,,1,3.0
910111,9,1,,,1,4.0
910111,9,1,,,1,2.0
910111,9,1,,,1,2.0
910111,9,1,,,1,2.0
910111,9,1,,,1,2.0
910111,9,1,,,1,1.0
910111,9,1,,,1,4.0
910111,9,1,,,1,1.0
910111,9,1,,,1,1.0
1610113,16,1,,,1,1.0
1610113,16,1,,,1,1.0
1610113,16,1,,,1,1.0
1610113,16,1,,,1,3.0
1610113,16,1,,,1,3.0
1610113,16,1,,,1,3.0
1610113,16,1,,,1,3.0
1610113,16,1,,,1,2.0
1610113,16,1,,,1,2.0
1610113,16,1,,,1,2.0
1610113,16,1,,,1,2.0
1610113,16,1,,,1,2.0
1610113,16,1,,,2,
1610113,16,1,,,2,
1610113,16,1,,,2,
1610113,16,1,,,2,
550114,5,1,,,2,
550114,5,3,Venezuela,513.0,5,
550114,5,1,,,3,
550114,5,1,,,3,
550114,5,1,,,3,
550114,5,1,,,1,2.0
550114,5,1,,,1,-88.0
1030127,10,1,,,1,2.0
1030127,10,1,,,1,1.0
1030127,10,1,,,1,4.0
1030127,10,1,,,1,4.0
1030127,10,1,,,1,3.0
1030127,10,1,,,1,1.0
1030127,10,1,,,1,2.0
1030127,10,1,,,2,
1030127,10,1,,,2,
1030127,10,1,,,1,-88.0
1030127,10,1,,,1,2.0
1030127,10,1,,,1,2.0
1030127,10,1,,,1,2.0
1030127,10,1,,,1,4.0
1030127,10,1,,,1,2.0
1030127,10,1,,,1,-88.0
1030127,10,1,,,1,-88.0
1030127,10,1,,,1,-88.0
310113,3,1,,,1,-88.0
310113,3,1,,,1,-88.0
310113,3,1,,,1,-88.0
310113,3,1,,,1,-88.0
310113,3,1,,,1,-88.0
310113,3,1,,,1,-88.0
310113,3,1,,,1,2.0
310113,3,1,,,1,3.0
310113,3,1,,,1,2.0
310113,3,1,,,1,2.0
310113,3,1,,,1,2.0
310113,3,1,,,1,2.0
310113,3,1,,,1,2.0
310113,3,1,,,1,4.0
310113,3,1,,,2,
510112,5,1,,,1,1.0
510112,5,1,,,1,2.0
510112,5,1,,,1,2.0
510112,5,1,,,1,2.0
510112,5,1,,,1,1.0
510112,5,1,,,1,1.0
510112,5,1,,,1,1.0
510112,5,1,,,1,1.0
510112,5,1,,,1,-88.0
510112,5,1,,,1,1.0
510112,5,1,,,1,1.0
510112,5,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,3.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,2.0
1610112,16,1,,,1,2.0
1610112,16,1,,,1,2.0
1610112,16,1,,,1,3.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,3.0
1610112,16,1,,,1,2.0
1610112,16,1,,,1,2.0
611517,6,1,,,4,
611517,6,1,,,1,2.0
611517,6,1,,,1,2.0
611517,6,1,,,2,
611517,6,1,,,2,
611517,6,1,,,2,
611517,6,1,,,2,
611517,6,1,,,2,
611517,6,1,,,1,2.0
611517,6,1,,,1,2.0
611517,6,1,,,1,2.0
611517,6,1,,,4,
611517,6,1,,,1,4.0
611517,6,1,,,1,3.0
611517,6,1,,,1,3.0
611517,6,1,,,1,4.0
611517,6,1,,,1,4.0
611517,6,1,,,1,4.0
611517,6,1,,,1,4.0
820316,8,1,,,1,-88.0
820316,8,1,,,1,1.0
820316,8,1,,,1,1.0
820316,8,1,,,1,1.0
820316,8,1,,,1,1.0
820316,8,1,,,1,1.0
820316,8,1,,,1,2.0
820316,8,1,,,1,4.0
820316,8,1,,,1,4.0
820316,8,1,,,1,2.0
820316,8,1,,,1,4.0
820316,8,1,,,1,4.0
820316,8,1,,,1,2.0
820316,8,1,,,1,2.0
820316,8,1,,,1,1.0
820316,8,1,,,1,1.0
820316,8,1,,,1,1.0
820316,8,1,,,1,1.0
1420224,14,1,,,1,3.0
1420224,14,1,,,1,3.0
1420224,14,1,,,1,2.0
1420224,14,1,,,1,4.0
1420224,14,1,,,1,3.0
1420224,14,1,,,1,3.0
1420224,14,1,,,1,3.0
1420224,14,1,,,1,3.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,2.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,2.0
1420224,14,1,,,1,2.0
1420224,14,1,,,1,2.0
1420224,14,1,,,1,2.0
1420224,14,1,,,1,2.0
1420224,14,1,,,1,2.0
1420224,14,1,,,1,2.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,3.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,1.0
1420224,14,1,,,1,1.0
1410113,14,1,,,2,
1410113,14,1,,,2,
1410113,14,1,,,2,
1410113,14,1,,,2,
1410113,14,1,,,2,
1410113,14,3,Italia,127.0,2,
1410113,14,1,,,2,
1410113,14,1,,,1,4.0
1410113,14,1,,,1,4.0
1410113,14,1,,,2,
1410113,14,1,,,2,
630824,6,1,,,1,2.0
630824,6,1,,,1,2.0
630824,6,1,,,1,2.0
630824,6,1,,,1,2.0
630824,6,1,,,1,2.0
630824,6,1,,,1,2.0
630824,6,1,,,1,2.0
630824,6,1,,,1,2.0
630824,6,1,,,1,2.0
630824,6,1,,,1,2.0
630824,6,1,,,2,
630824,6,1,,,1,2.0
630824,6,1,,,1,2.0
630824,6,1,,,1,1.0
630824,6,1,,,1,4.0
1210114,12,3,Venezuela,513.0,4,
1210114,12,3,Venezuela,513.0,4,
1210114,12,1,,,1,3.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
1210114,12,1,,,5,
1210114,12,1,,,4,
1210114,12,1,,,3,
1210114,12,1,,,3,
1210114,12,1,,,1,2.0
1210114,12,1,,,1,3.0
1210114,12,1,,,1,1.0
1210114,12,1,,,1,1.0
1210114,12,1,,,1,1.0
1210114,12,1,,,1,1.0
1210114,12,1,,,1,1.0
1210114,12,1,,,1,4.0
1210114,12,1,,,1,3.0
831314,8,1,,,1,2.0
831314,8,1,,,1,2.0
831314,8,1,,,1,2.0
831314,8,1,,,1,2.0
831314,8,1,,,1,2.0
831314,8,1,,,1,2.0
831314,8,1,,,1,2.0
831314,8,1,,,1,2.0
831314,8,1,,,1,2.0
831314,8,1,,,1,1.0
831314,8,2,,,1,2.0
831314,8,2,,,4,
831314,8,1,,,1,2.0
831314,8,1,,,1,2.0
831314,8,1,,,1,2.0
831314,8,1,,,1,1.0
831314,8,1,,,1,1.0
831314,8,1,,,1,1.0
831314,8,1,,,1,1.0
831314,8,1,,,1,4.0
1410112,14,1,,,1,4.0
1410112,14,1,,,1,4.0
1410112,14,1,,,1,2.0
1410112,14,1,,,1,2.0
1410112,14,1,,,1,2.0
1410112,14,1,,,1,2.0
1410112,14,1,,,4,
1410112,14,1,,,1,2.0
1410112,14,1,,,1,2.0
1410112,14,1,,,2,
1410112,14,1,,,1,3.0
1410112,14,1,,,1,3.0
1410112,14,1,,,1,3.0
1410112,14,1,,,1,1.0
1320111,13,1,,,-88,
1320111,13,1,,,-88,
1320111,13,1,,,-88,
1320111,13,1,,,1,3.0
1320111,13,1,,,1,3.0
1320111,13,1,,,1,3.0
1320111,13,1,,,1,3.0
1320111,13,1,,,1,3.0
1320111,13,1,,,1,3.0
1320111,13,1,,,1,3.0
1320111,13,3,Perú,509.0,-88,
1320111,13,1,,,-88,
1320111,13,1,,,-88,
1320111,13,1,,,1,1.0
1320111,13,1,,,-88,
1320111,13,1,,,1,3.0
1320111,13,1,,,1,3.0
1320111,13,1,,,1,3.0
1320111,13,1,,,1,3.0
1320111,13,1,,,1,2.0
1320111,13,1,,,1,1.0
1320111,13,1,,,1,1.0
1320111,13,1,,,1,1.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,4.0
1330112,13,1,,,1,4.0
1330112,13,1,,,1,4.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,4.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,-88.0
1330112,13,1,,,1,4.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,1.0
1330112,13,1,,,1,2.0
1330112,13,1,,,1,2.0
410112,4,1,,,2,
410112,4,1,,,2,
410112,4,1,,,2,
410112,4,1,,,2,
410112,4,2,,,2,
410112,4,1,,,2,
410112,4,1,,,2,
410112,4,1,,,2,
410112,4,1,,,2,
410112,4,1,,,2,
410112,4,1,,,2,
410112,4,1,,,2,
410112,4,1,,,2,
810414,8,1,,,1,2.0
810414,8,1,,,1,2.0
810414,8,1,,,1,2.0
810414,8,1,,,1,1.0
810414,8,1,,,1,1.0
810414,8,1,,,1,1.0
1010111,10,1,,,1,1.0
1010111,10,1,,,1,3.0
1010111,10,1,,,1,3.0
1010111,10,1,,,1,1.0
1010111,10,1,,,1,2.0
1010111,10,1,,,1,2.0
1010111,10,1,,,1,1.0
1010111,10,1,,,1,2.0
1010111,10,1,,,2,
1010111,10,1,,,1,3.0
1010111,10,1,,,1,3.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,3.0
1410624,14,1,,,1,3.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,1.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,4.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,2.0
1410624,14,1,,,1,2.0
1312712,13,1,,,2,
1312712,13,1,,,2,
1312712,13,1,,,2,
1312712,13,1,,,3,
1312712,13,1,,,3,
1312712,13,1,,,3,
1312712,13,1,,,1,4.0
1312712,13,1,,,1,2.0
1312712,13,1,,,1,4.0
1312712,13,1,,,1,4.0
1312712,13,1,,,1,2.0
1312712,13,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,1,1.0
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,2,
611726,6,1,,,2,
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,1,1.0
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,1,3.0
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
611726,6,1,,,1,1.0
611726,6,1,,,1,2.0
611726,6,1,,,1,2.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,2.0
430124,4,1,,,4,
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,4,
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,1,1.0
430124,4,1,,,4,
430124,4,1,,,4,
430124,4,1,,,1,1.0
740124,7,1,,,1,2.0
740124,7,1,,,1,2.0
740124,7,1,,,1,2.0
740124,7,1,,,1,-88.0
740124,7,1,,,-88,
740124,7,1,,,1,-88.0
740124,7,1,,,1,2.0
740124,7,1,,,1,2.0
740124,7,1,,,1,3.0
740124,7,1,,,1,3.0
740124,7,1,,,1,1.0
740124,7,1,,,1,1.0
740124,7,1,,,1,2.0
740124,7,1,,,1,1.0
740124,7,1,,,3,
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,4.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,2.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1420126,14,1,,,1,1.0
1410424,14,1,,,1,2.0
1410424,14,1,,,1,1.0
1410424,14,1,,,1,1.0
1410424,14,1,,,1,2.0
1410424,14,1,,,1,2.0
1410424,14,1,,,1,2.0
1410424,14,1,,,1,2.0
1410424,14,1,,,1,1.0
310112,3,1,,,1,4.0
310112,3,1,,,1,2.0
310112,3,1,,,1,2.0
310112,3,1,,,1,3.0
310112,3,1,,,1,2.0
310112,3,1,,,2,
310112,3,1,,,2,
310112,3,1,,,1,2.0
310112,3,1,,,2,
310112,3,1,,,2,
310112,3,1,,,2,
310112,3,1,,,1,4.0
310112,3,1,,,1,2.0
310112,3,1,,,1,2.0
310112,3,1,,,1,3.0
310112,3,1,,,1,3.0
310112,3,1,,,1,3.0
310112,3,1,,,1,1.0
310112,3,1,,,1,2.0
310112,3,1,,,1,4.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
1210114,12,1,,,1,2.0
1210114,12,1,,,2,
1210114,12,1,,,2,
1210114,12,1,,,2,
1210114,12,1,,,2,
1210114,12,1,,,1,4.0
310113,3,1,,,1,3.0
310113,3,1,,,1,2.0
310113,3,1,,,1,4.0
310113,3,1,,,1,1.0
310113,3,1,,,1,1.0
1312411,13,1,,,1,2.0
1312411,13,1,,,1,2.0
1312411,13,1,,,1,2.0
1312411,13,1,,,1,2.0
1312411,13,1,,,1,1.0
1312411,13,1,,,1,1.0
1312411,13,1,,,1,1.0
1312411,13,1,,,1,4.0
1312411,13,1,,,-88,
1312411,13,1,,,1,1.0
1312411,13,1,,,1,2.0
1312411,13,1,,,1,2.0
1312411,13,1,,,1,2.0
1312411,13,1,,,1,1.0
1312411,13,1,,,1,1.0
910112,9,1,,,1,4.0
910112,9,1,,,1,2.0
910112,9,1,,,1,2.0
910112,9,1,,,1,2.0
910112,9,1,,,1,2.0
910112,9,1,,,1,2.0
1312514,13,1,,,1,1.0
1312514,13,1,,,1,1.0
1312514,13,1,,,1,3.0
1312514,13,1,,,4,
1312514,13,1,,,1,3.0
1312514,13,1,,,1,-88.0
1312514,13,1,,,1,-88.0
1312514,13,1,,,1,-88.0
1312514,13,1,,,1,-88.0
1312514,13,3,Haití,413.0,1,-88.0
1312514,13,1,,,1,-88.0
1312514,13,1,,,4,
1312514,13,1,,,1,-88.0
1312514,13,1,,,1,-88.0
1312514,13,3,Haití,413.0,1,-88.0
1312514,13,3,Haití,413.0,1,2.0
1312514,13,3,Haití,413.0,1,2.0
1312514,13,1,,,1,2.0
1610113,16,1,,,1,3.0
1610113,16,1,,,1,3.0
1610113,16,1,,,1,2.0
1610113,16,1,,,1,3.0
1610113,16,1,,,1,2.0
1610113,16,1,,,1,3.0
1610113,16,1,,,1,1.0
1610113,16,1,,,1,3.0
1610113,16,1,,,1,3.0
1610113,16,1,,,1,3.0
1610113,16,1,,,3,
1610113,16,1,,,3,
1610113,16,1,,,3,
1610113,16,1,,,1,2.0
1610113,16,1,,,1,2.0
1610113,16,1,,,1,2.0
1610113,16,1,,,1,2.0
1610113,16,1,,,1,2.0
912011,9,1,,,1,3.0
912011,9,1,,,1,3.0
912011,9,1,,,1,1.0
912011,9,1,,,1,2.0
912011,9,1,,,1,2.0
912011,9,1,,,1,1.0
912011,9,1,,,1,4.0
912011,9,1,,,1,2.0
912011,9,1,,,3,
912011,9,1,,,1,2.0
912011,9,1,,,1,2.0
1020116,10,1,,,1,2.0
1020116,10,1,,,1,2.0
1020116,10,1,,,1,2.0
1020116,10,1,,,1,4.0
1020116,10,1,,,1,1.0
1020116,10,1,,,1,1.0
1020116,10,1,,,1,1.0
1020116,10,1,,,1,1.0
1020116,10,1,,,1,2.0
1020116,10,1,,,1,2.0
1020116,10,1,,,1,-88.0
1020116,10,1,,,1,3.0
1020116,10,1,,,1,3.0
1020116,10,1,,,1,-88.0
1020116,10,1,,,1,2.0
1020116,10,1,,,1,2.0
1020116,10,1,,,1,1.0
1020116,10,1,,,1,1.0
1020116,10,1,,,1,-88.0
1020116,10,1,,,1,3.0
1020116,10,1,,,1,3.0
1020116,10,1,,,1,4.0
1020116,10,1,,,1,1.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,-88.0
730424,7,1,,,1,-88.0
730424,7,1,,,1,-88.0
730424,7,1,,,1,-88.0
730424,7,1,,,1,3.0
730424,7,1,,,1,3.0
730424,7,1,,,1,3.0
730424,7,1,,,1,3.0
730424,7,1,,,1,-88.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,3.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,1.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,3.0
730424,7,1,,,1,2.0
730424,7,1,,,1,4.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,-88.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
730424,7,3,Bolivia,502.0,1,2.0
730424,7,1,,,1,2.0
730424,7,1,,,1,2.0
110711,1,1,,,5,
110711,1,1,,,5,
110711,1,1,,,4,
110711,1,1,,,1,-88.0
110711,1,1,,,2,
110711,1,1,,,1,2.0
110711,1,1,,,1,2.0
110711,1,1,,,1,2.0
110711,1,1,,,1,2.0
110711,1,1,,,1,2.0
110711,1,1,,,1,2.0
110711,1,1,,,1,4.0
110711,1,1,,,1,2.0
110711,1,1,,,1,4.0
110711,1,1,,,1,2.0
110711,1,1,,,1,1.0
1610111,16,1,,,1,1.0
1610111,16,1,,,1,1.0
1610111,16,1,,,1,1.0
1610111,16,1,,,1,1.0
1610111,16,1,,,1,1.0
1610111,16,1,,,1,2.0
1610111,16,1,,,1,4.0
1610111,16,1,,,1,4.0
1610111,16,1,,,1,2.0
1610111,16,1,,,1,1.0
1610111,16,1,,,1,1.0
1610111,16,1,,,1,2.0
1610111,16,1,,,1,2.0
1610111,16,1,,,1,-88.0
1610111,16,1,,,1,2.0
1610111,16,1,,,1,2.0
1610111,16,1,,,1,2.0
1610111,16,1,,,1,1.0
1610111,16,1,,,1,2.0
1610111,16,1,,,1,4.0
1610111,16,1,,,1,2.0
1610111,16,1,,,1,1.0
1610111,16,1,,,1,2.0
1020714,10,1,,,1,4.0
1020714,10,1,,,1,4.0
1020714,10,1,,,1,4.0
1020714,10,1,,,1,4.0
1020714,10,1,,,1,2.0
1020714,10,1,,,1,1.0
1020714,10,1,,,1,1.0
1020714,10,1,,,1,3.0
1020714,10,1,,,1,3.0
1020714,10,1,,,1,1.0
1020714,10,1,,,1,1.0
1020714,10,1,,,1,3.0
1020714,10,1,,,1,4.0
1020714,10,1,,,1,4.0
1020714,10,1,,,1,-88.0
1020714,10,1,,,1,4.0
1020714,10,1,,,1,1.0
1020714,10,1,,,2,
1020714,10,1,,,1,1.0
1020714,10,1,,,1,1.0
1020714,10,1,,,1,2.0
610113,6,1,,,1,4.0
610113,6,1,,,1,4.0
610113,6,1,,,1,4.0
610113,6,1,,,4,
610113,6,1,,,4,
610113,6,1,,,4,
610113,6,1,,,1,2.0
610113,6,1,,,1,2.0
610113,6,1,,,1,2.0
610113,6,1,,,2,
610113,6,1,,,1,2.0
610113,6,1,,,2,
610113,6,1,,,2,
610113,6,1,,,2,
610113,6,1,,,2,
610113,6,1,,,1,3.0
610113,6,1,,,1,3.0
610113,6,1,,,1,3.0
610113,6,1,,,1,-88.0
1020314,10,1,,,1,1.0
1020314,10,1,,,1,1.0
1020314,10,1,,,1,1.0
1020314,10,1,,,1,-88.0
1020314,10,1,,,1,2.0
1020314,10,1,,,1,-88.0
1020314,10,1,,,1,1.0
1020314,10,1,,,1,2.0
1020314,10,1,,,1,4.0
1020314,10,1,,,1,1.0
1020314,10,1,,,1,4.0
1020314,10,1,,,1,-88.0
1020314,10,1,,,1,1.0
1020314,10,1,,,1,-88.0
1020314,10,1,,,1,1.0
560514,5,1,,,1,1.0
560514,5,1,,,1,1.0
560514,5,1,,,1,1.0
560514,5,1,,,1,3.0
560514,5,1,,,1,3.0
560514,5,1,,,1,2.0
560514,5,3,Cuba,407.0,1,3.0
1030112,10,1,,,1,2.0
1030112,10,1,,,1,1.0
1030112,10,1,,,1,1.0
1030112,10,1,,,1,1.0
1030112,10,3,Venezuela,513.0,4,
1030112,10,3,Venezuela,513.0,4,
1030112,10,3,Venezuela,513.0,4,
1030112,10,3,Venezuela,513.0,4,
1030112,10,1,,,1,2.0
1030112,10,1,,,1,-88.0
1030112,10,1,,,1,-88.0
510913,5,1,,,1,3.0
510913,5,1,,,1,4.0
510913,5,1,,,1,4.0
510913,5,1,,,4,
1420324,14,1,,,1,2.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,2.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,1.0
1420324,14,1,,,1,-88.0
1420324,14,1,,,1,1.0
1312313,13,1,,,2,
1312313,13,1,,,1,2.0
1312313,13,1,,,2,
1312313,13,1,,,1,4.0
1312313,13,1,,,1,4.0
1312313,13,2,,,2,
1312313,13,1,,,2,
1312313,13,1,,,2,
610112,6,1,,,1,2.0
610112,6,1,,,1,2.0
610112,6,1,,,1,2.0
610112,6,1,,,1,2.0
610112,6,1,,,1,2.0
610112,6,1,,,1,2.0
610112,6,1,,,1,1.0
